sku,product_title,variant_title,base_cost_usd,type,shape,metal,engravings,artwork_min_w,artwork_min_h
SO-12737022,Men's Cross Bracelet - API,Men's Cross Bracelet (LUX BOX),17.50,other,other,other,0,1000,1000
SO-12840021,Interlocking Hearts Necklace - Yellow & White Gold Variants,Interlocking Hearts Necklace (Gold),17.00,,,,,1000,1000
SO-12840022,Interlocking Hearts Necklace - Yellow & White Gold Variants,Interlocking Hearts Necklace,12.00,,,,,1000,1000
SO-12840023,Interlocking Hearts Necklace - Yellow & White Gold Variants,Interlocking Hearts Necklace (Gold),25.50,,,,,1000,1000
SO-12840024,Interlocking Hearts Necklace - Yellow & White Gold Variants,Interlocking Hearts Necklace,20.50,,,,,1000,1000
SO-12840065,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace (Gold),16.00,,,,,1000,1000
SO-12840066,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace,11.00,,,,,1000,1000
SO-12840067,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace (Gold),24.50,,,,,1000,1000
SO-12840068,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace,19.50,,,,,1000,1000
SO-13149426,Love You Forever Bracelet,Love You Forever Bracelet,13.00,,,,,1000,1000
SO-13149427,Love You Forever Bracelet,Love You Forever Bracelet w/ Luxury Box & LED,21.50,,,,,1000,1000
SO-13151939,Acrylic Square Plaque,Acrylic Square,11.50,,,,,1000,1000
SO-13151940,Acrylic Square Plaque,Acrylic Square with LED Corded Base,12.00,,,,,1000,1000
SO-13973161,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace (Gold),16.00,,,,,1000,1000
SO-13973162,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace,11.00,,,,,1000,1000
SO-13973163,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace (Gold),24.50,,,,,1000,1000
SO-13973164,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace,19.50,,,,,1000,1000
SO-13976548,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace (Gold),16.00,,,,,1000,1000
SO-13976549,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace,11.00,,,,,1000,1000
SO-13976550,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace (Gold),24.50,,,,,1000,1000
SO-13976551,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace,19.50,,,,,1000,1000
SO-13978031,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace (Gold),16.00,,,,,1000,1000
SO-13978032,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace,11.00,,,,,1000,1000
SO-13978033,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace (Gold),24.50,,,,,1000,1000
SO-13978034,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace,19.50,,,,,1000,1000
SO-14064562,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace (Gold),16.00,,,,,1000,1000
SO-14064563,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace,11.00,,,,,1000,1000
SO-14064564,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace (Gold),24.50,,,,,1000,1000
SO-14064565,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace,19.50,,,,,1000,1000
SO-14243073,Forever Love Necklace,White Gold Forever Love Necklace,11.00,,,,,1000,1000
SO-14243074,Forever Love Necklace,Gold Forever Love,16.00,,,,,1000,1000
SO-14243075,Forever Love Necklace,White Gold Forever Love Necklace,19.50,,,,,1000,1000
SO-14243076,Forever Love Necklace,Gold Forever Love,24.50,,,,,1000,1000
SO-14246109,Forever Love Necklace,White Gold Forever Love Necklace,11.00,,,,,1000,1000
SO-14246110,Forever Love Necklace,Gold Forever Love,16.00,,,,,1000,1000
SO-14246111,Forever Love Necklace,White Gold Forever Love Necklace,19.50,,,,,1000,1000
SO-14246112,Forever Love Necklace,Gold Forever Love,24.50,,,,,1000,1000
SO-14247623,Forever Love Necklace,White Gold Forever Love Necklace,11.00,,,,,1000,1000
SO-14247624,Forever Love Necklace,Gold Forever Love,16.00,,,,,1000,1000
SO-14247625,Forever Love Necklace,White Gold Forever Love Necklace,19.50,,,,,1000,1000
SO-14247626,Forever Love Necklace,Gold Forever Love,24.50,,,,,1000,1000
SO-14276444,Forever Love Necklace,White Gold Forever Love Necklace,11.00,,,,,1000,1000
SO-14276445,Forever Love Necklace,Gold Forever Love,16.00,,,,,1000,1000
SO-14276446,Forever Love Necklace,White Gold Forever Love Necklace,19.50,,,,,1000,1000
SO-14276447,Forever Love Necklace,Gold Forever Love,24.50,,,,,1000,1000
SO-14286980,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace (Gold),16.00,,,,,1000,1000
SO-14286981,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace,11.00,,,,,1000,1000
SO-14286982,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace (Gold),24.50,,,,,1000,1000
SO-14286983,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace,19.50,,,,,1000,1000
SO-14339795,Interlocking Hearts Necklace - Yellow & White Gold Variants,Interlocking Hearts Necklace (Gold),17.00,,,,,1000,1000
SO-14339796,Interlocking Hearts Necklace - Yellow & White Gold Variants,Interlocking Hearts Necklace,12.00,,,,,1000,1000
SO-14339797,Interlocking Hearts Necklace - Yellow & White Gold Variants,Interlocking Hearts Necklace (Gold),25.50,,,,,1000,1000
SO-14339798,Interlocking Hearts Necklace - Yellow & White Gold Variants,Interlocking Hearts Necklace,20.50,,,,,1000,1000
SO-14610326,Acrylic Square Plaque,Acrylic Square with LED Corded Base,12.00,,,,,1000,1000
SO-14610327,Acrylic Square Plaque,Acrylic Square with Battery Powered Base,12.00,,,,,1000,1000
SO-14958046,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace (Gold),16.00,,,,,1000,1000
SO-14958047,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace,11.00,,,,,1000,1000
SO-14958048,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace (Gold),24.50,,,,,1000,1000
SO-14958049,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace,19.50,,,,,1000,1000
SO-15223735,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace (Gold),16.00,,,,,1000,1000
SO-15223736,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace,11.00,,,,,1000,1000
SO-15223737,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace (Gold),24.50,,,,,1000,1000
SO-15223738,Love Knot Necklace - Yellow & White Gold Variants,Love Knot Necklace,19.50,,,,,1000,1000
